label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
A,0.0,0.0,0.0,0.21995246410369873,-0.17193485796451569,-0.08393624424934387,0.3067801594734192,-0.4863886833190918,-0.09582395851612091,0.3002793490886688,-0.752553403377533,-0.10645295679569244,0.29831841588020325,-0.9544664621353149,-0.10641124844551086,0.15525873005390167,-0.6441580057144165,-0.011996561661362648,0.13223832845687866,-0.7834424376487732,-0.13096216320991516,0.12231630086898804,-0.5750181078910828,-0.19263875484466553,0.12338887155056,-0.39747339487075806,-0.2039678692817688,0.0017495935317128897,-0.6194708347320557,-0.00039879194810055196,-0.022117668762803078,-0.7611636519432068,-0.13901232182979584,-0.004554929677397013,-0.5090542435646057,-0.16814665496349335,0.016417132690548897,-0.31874334812164307,-0.14339086413383484,-0.14223332703113556,-0.5749540328979492,-0.010989935137331486,-0.17043904960155487,-0.7062826752662659,-0.1489923745393753,-0.11542332917451859,-0.4666575491428375,-0.12515805661678314,-0.07010199874639511,-0.29512402415275574,-0.06083740293979645,-0.284326434135437,-0.5101995468139648,-0.02728571556508541,-0.2948566973209381,-0.6460550427436829,-0.11917704343795776,-0.23559486865997314,-0.49075135588645935,-0.09549109637737274,-0.19142889976501465,-0.37067797780036926,-0.04468642920255661
A,0.0,0.0,0.0,0.26249364018440247,-0.15132024884223938,-0.09706594049930573,0.4095032513141632,-0.4196822941303253,-0.11660002171993256,0.43406346440315247,-0.6879726052284241,-0.13604924082756042,0.42470884323120117,-0.9053300619125366,-0.14076738059520721,0.27099448442459106,-0.6428380608558655,0.0037735807709395885,0.2646646201610565,-0.7980996370315552,-0.1335165947675705,0.2196490466594696,-0.592623233795166,-0.20732145011425018,0.1973905712366104,-0.4259874224662781,-0.22463198006153107,0.10899858921766281,-0.6427968144416809,0.0173781830817461,0.09548838436603546,-0.7712920308113098,-0.1350059062242508,0.07391946017742157,-0.511337399482727,-0.17187149822711945,0.08034801483154297,-0.3507629334926605,-0.1519531011581421,-0.04373103007674217,-0.6207693219184875,0.003676927648484707,-0.06313598155975342,-0.7418556809425354,-0.1481853574514389,-0.053231608122587204,-0.49061116576194763,-0.12207699567079544,-0.02805774286389351,-0.3420775532722473,-0.05423597991466522,-0.1987898349761963,-0.5753346681594849,-0.017754998058080673,-0.2031141072511673,-0.7026974558830261,-0.10941105335950851,-0.17809796333312988,-0.5326248407363892,-0.0789167582988739,-0.14955198764801025,-0.42612069845199585,-0.022745966911315918
A,0.0,0.0,0.0,0.24652428925037384,-0.1126219853758812,-0.10304119437932968,0.4472956955432892,-0.42352095246315,-0.11788293719291687,0.4650895893573761,-0.6938132643699646,-0.1295679658651352,0.41350290179252625,-0.9105027914047241,-0.13084784150123596,0.24156127870082855,-0.6631426811218262,-0.02118762396275997,0.27257460355758667,-0.8529692888259888,-0.14997902512550354,0.25763699412345886,-0.662501871585846,-0.21967265009880066,0.24796390533447266,-0.46988019347190857,-0.23106123507022858,0.0669557973742485,-0.6352266073226929,-0.006901409011334181,0.09937993437051773,-0.8244732022285461,-0.1471930593252182,0.09862028062343597,-0.5798326134681702,-0.18470513820648193,0.111579529941082,-0.36535772681236267,-0.16114701330661774,-0.1114002913236618,-0.5830060243606567,-0.016559896990656853,-0.07962403446435928,-0.7431492805480957,-0.17192402482032776,-0.05297493189573288,-0.4886833727359772,-0.1539979875087738,-0.02594209648668766,-0.2900858223438263,-0.08544672280550003,-0.2962014973163605,-0.507614254951477,-0.03172897920012474,-0.2455495148897171,-0.6697897911071777,-0.1434704214334488,-0.19959105551242828,-0.48679980635643005,-0.11462286114692688,-0.17075610160827637,-0.32710781693458557,-0.05200546607375145
A,0.0,0.0,0.0,0.23329193890094757,-0.1044827401638031,-0.10557186603546143,0.4179918169975281,-0.37195220589637756,-0.13496384024620056,0.5058324933052063,-0.6290284395217896,-0.15688399970531464,0.6364758610725403,-0.7712966799736023,-0.1677667796611786,0.2845194935798645,-0.6090153455734253,-0.04032687842845917,0.2461162805557251,-0.7665055394172668,-0.16189272701740265,0.19008047878742218,-0.5780693292617798,-0.22705714404582977,0.17323313653469086,-0.40553000569343567,-0.2437456101179123,0.12493408471345901,-0.6205736398696899,-0.015319040045142174,0.08397117257118225,-0.7624220252037048,-0.15779747068881989,0.061642251908779144,-0.5074761509895325,-0.19359461963176727,0.06866177916526794,-0.32177552580833435,-0.17637860774993896,-0.015905512496829033,-0.6128689646720886,-0.012561054900288582,-0.06530795246362686,-0.7504467368125916,-0.1472577154636383,-0.05204201117157936,-0.5188851356506348,-0.13401232659816742,-0.02513176202774048,-0.3550648093223572,-0.08111505955457687,-0.1526346653699875,-0.5858776569366455,-0.01737605594098568,-0.1861531287431717,-0.7209505438804626,-0.10658498108386993,-0.15841877460479736,-0.5663724541664124,-0.09544201195240021,-0.12277255952358246,-0.4511735737323761,-0.05567217245697975
A,0.0,0.0,0.0,0.22131560742855072,-0.12215721607208252,-0.07689236104488373,0.3808426856994629,-0.38894203305244446,-0.0952688455581665,0.47429248690605164,-0.6384982466697693,-0.11784931272268295,0.586216151714325,-0.8101546764373779,-0.13039334118366241,0.2997654378414154,-0.5508268475532532,0.018529174849390984,0.335193932056427,-0.721530020236969,-0.10413113981485367,0.25966253876686096,-0.5424376130104065,-0.1715737283229828,0.21260520815849304,-0.3810855746269226,-0.18717344105243683,0.15881560742855072,-0.5623101592063904,0.023529617115855217,0.18581973016262054,-0.7306953072547913,-0.11268293112516403,0.1233745589852333,-0.5035895109176636,-0.1465524137020111,0.10262175649404526,-0.32974711060523987,-0.12561480700969696,0.01680002547800541,-0.5507190823554993,0.003797201905399561,0.0316806323826313,-0.6923714280128479,-0.1401023268699646,0.0052536786533892155,-0.45068761706352234,-0.11891525983810425,0.008072873577475548,-0.2798793315887451,-0.05340644717216492,-0.12783652544021606,-0.5259017944335938,-0.021065037697553635,-0.0996491014957428,-0.6587594747543335,-0.11180524528026581,-0.09585671871900558,-0.4917072355747223,-0.08380304276943207,-0.08403988927602768,-0.36869627237319946,-0.03012770600616932
A,0.0,0.0,0.0,0.1585831642150879,-0.24255532026290894,-0.03977230191230774,0.18153241276741028,-0.5582849979400635,-0.051090043038129807,0.14002084732055664,-0.7954452633857727,-0.07829495519399643,0.07721016556024551,-0.9970147609710693,-0.09299487620592117,-0.028613261878490448,-0.7000351548194885,0.035563550889492035,0.10805413872003555,-0.864638090133667,-0.10422074049711227,0.1637939065694809,-0.6750187873840332,-0.1818067878484726,0.16638638079166412,-0.4875492751598358,-0.19836385548114777,-0.13833171129226685,-0.6633002161979675,0.012094931676983833,0.027642253786325455,-0.81761234998703,-0.12942957878112793,0.061618249863386154,-0.552482545375824,-0.15705835819244385,0.035032302141189575,-0.34761694073677063,-0.1332554966211319,-0.2544310688972473,-0.6088513135910034,-0.03552369773387909,-0.07920355349779129,-0.7627013921737671,-0.18318164348602295,-0.04062778502702713,-0.49315929412841797,-0.15365032851696014,-0.06638740748167038,-0.30351853370666504,-0.08220070600509644,-0.37965598702430725,-0.5283703207969666,-0.0859799012541771,-0.21598699688911438,-0.6996007561683655,-0.1711265593767166,-0.1576560139656067,-0.5346924662590027,-0.1300210803747177,-0.17987196147441864,-0.39842677116394043,-0.06792347133159637
A,0.0,0.0,0.0,0.18308961391448975,-0.20208272337913513,-0.1595204472541809,0.2991810142993927,-0.49194827675819397,-0.21831905841827393,0.2972548007965088,-0.7558935284614563,-0.26425373554229736,0.2552541196346283,-0.9668740034103394,-0.2869996428489685,0.16025666892528534,-0.7548192143440247,-0.058896325528621674,0.017505981028079987,-0.8623254895210266,-0.22153817117214203,0.01962224580347538,-0.6272114515304565,-0.3040986955165863,0.0765342116355896,-0.5105814337730408,-0.32913506031036377,0.0013082429068163037,-0.7103003859519958,-0.022709563374519348,-0.1307656168937683,-0.7964785695075989,-0.19969411194324493,-0.0741477981209755,-0.5475658178329468,-0.23472267389297485,0.008615314029157162,-0.4604173004627228,-0.21351061761379242,-0.1356765478849411,-0.6425493955612183,-0.019040003418922424,-0.259188175201416,-0.7173724174499512,-0.1965935230255127,-0.18424689769744873,-0.4950982630252838,-0.16686944663524628,-0.09764136373996735,-0.42035993933677673,-0.09583055973052979,-0.2612437903881073,-0.5616847276687622,-0.02820497564971447,-0.3652944266796112,-0.6415635347366333,-0.13542088866233826,-0.2963111400604248,-0.4801236689090729,-0.106911301612854,-0.21257686614990234,-0.40625205636024475,-0.049195557832717896
A,0.0,0.0,0.0,0.22311019897460938,-0.1172749251127243,-0.09525778889656067,0.37351173162460327,-0.41754865646362305,-0.12334176898002625,0.4683913290500641,-0.6634587049484253,-0.14629068970680237,0.6088521480560303,-0.7932837605476379,-0.14884433150291443,0.29660242795944214,-0.617795467376709,-0.03941241651773453,0.30279192328453064,-0.7854861617088318,-0.17053884267807007,0.24774301052093506,-0.5603018999099731,-0.2200741022825241,0.2250833660364151,-0.4082559049129486,-0.2233169823884964,0.13548867404460907,-0.6290634870529175,-0.028474174439907074,0.12909770011901855,-0.7941527962684631,-0.17205503582954407,0.10482393950223923,-0.5181846022605896,-0.17859666049480438,0.12129420787096024,-0.3768989145755768,-0.13749665021896362,-0.015595880337059498,-0.610466718673706,-0.04259415715932846,-0.02740064263343811,-0.7304528951644897,-0.1854948103427887,-0.018178988248109818,-0.477797269821167,-0.1429540067911148,0.013719904236495495,-0.3630530834197998,-0.06621400266885757,-0.15704965591430664,-0.5720549821853638,-0.06379831582307816,-0.15315461158752441,-0.6949540376663208,-0.14388297498226166,-0.13003261387348175,-0.5187762379646301,-0.10566853731870651,-0.10031513124704361,-0.42644232511520386,-0.04727332666516304
A,0.0,0.0,0.0,0.32324546575546265,-0.20811037719249725,-0.0801859125494957,0.5018761157989502,-0.4610790014266968,-0.09815169870853424,0.5324203968048096,-0.6868503093719482,-0.13567525148391724,0.47890833020210266,-0.8778649568557739,-0.16398833692073822,0.26179739832878113,-0.6400911808013916,0.054049402475357056,0.2503925561904907,-0.8162472248077393,-0.10105979442596436,0.2567986249923706,-0.6574223637580872,-0.21057569980621338,0.2713106572628021,-0.49346429109573364,-0.2469814419746399,0.04977105185389519,-0.6095486283302307,0.0388365276157856,0.06793170422315598,-0.782688319683075,-0.12912052869796753,0.09672494977712631,-0.5766390562057495,-0.19476011395454407,0.12742139399051666,-0.3956311345100403,-0.1867695450782776,-0.1572817713022232,-0.5601206421852112,-0.005756547208875418,-0.12784110009670258,-0.7170541882514954,-0.17443419992923737,-0.07679502665996552,-0.5102845430374146,-0.15451708436012268,-0.03909961134195328,-0.3414526581764221,-0.07989003509283066,-0.36765825748443604,-0.48887985944747925,-0.05835455283522606,-0.31170350313186646,-0.6531476974487305,-0.16609826683998108,-0.24899309873580933,-0.5136229395866394,-0.11883140355348587,-0.2193213701248169,-0.3768025040626526,-0.04113766923546791
A,0.0,0.0,0.0,0.20187953114509583,-0.21077916026115417,-0.0419776625931263,0.3244491517543793,-0.49482837319374084,-0.053495217114686966,0.37286317348480225,-0.7222450971603394,-0.0779743418097496,0.3913147747516632,-0.9202567934989929,-0.09424889832735062,0.1612124890089035,-0.7044277191162109,0.022131994366645813,0.23716899752616882,-0.8145779371261597,-0.08027468621730804,0.2285187691450119,-0.6206596493721008,-0.14503921568393707,0.2108614593744278,-0.44779640436172485,-0.16415703296661377,0.015418579801917076,-0.6897152662277222,0.008445199579000473,0.0988689661026001,-0.7660368084907532,-0.09776495397090912,0.10585672408342361,-0.5415554046630859,-0.1272248476743698,0.11316100507974625,-0.3574213683605194,-0.11642105132341385,-0.13062657415866852,-0.6430811285972595,-0.023980310186743736,-0.02920219860970974,-0.6952865719795227,-0.13320030272006989,0.004539323505014181,-0.4696100652217865,-0.11846920847892761,0.028762301430106163,-0.29106593132019043,-0.07128535956144333,-0.27637872099876404,-0.5666555166244507,-0.06102754548192024,-0.17004422843456268,-0.640324056148529,-0.12769344449043274,-0.1133095771074295,-0.4859631359577179,-0.10084328055381775,-0.08417689055204391,-0.35312193632125854,-0.054885316640138626
