label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
A,0.46515220403671265,0.858055830001831,-1.345501573268848e-06,0.6632719039916992,0.7926396131515503,-0.049416132271289825,0.8013015389442444,0.6457895040512085,-0.06053728610277176,0.8082288503646851,0.47591444849967957,-0.06791354715824127,0.7776427865028381,0.36971989274024963,-0.06330770254135132,0.6790522933006287,0.4927451014518738,-0.03513535112142563,0.6687564849853516,0.37997227907180786,-0.10107212513685226,0.6694157719612122,0.5152723789215088,-0.1299833208322525,0.6789987087249756,0.561608076095581,-0.14466869831085205,0.5504289865493774,0.5042495131492615,-0.0384112186729908,0.5426568984985352,0.39838138222694397,-0.10200837254524231,0.5630214214324951,0.553292989730835,-0.10671664774417877,0.5691328048706055,0.5768065452575684,-0.10382990539073944,0.4351016879081726,0.5367178916931152,-0.051845986396074295,0.4343990087509155,0.4404952824115753,-0.1288231462240219,0.4608432352542877,0.5864661931991577,-0.09410085529088974,0.4630744457244873,0.6125304698944092,-0.05901474878191948,0.31632789969444275,0.5781216621398926,-0.06804406642913818,0.32559916377067566,0.5067530870437622,-0.11258040368556976,0.36024898290634155,0.6061075329780579,-0.07747401297092438,0.3637702167034149,0.6382327079772949,-0.044617749750614166
A,0.45899543166160583,0.8706234693527222,-1.538107767373731e-06,0.6543223857879639,0.8034675121307373,-0.06506435573101044,0.7984726428985596,0.6567093133926392,-0.08047498762607574,0.8117144107818604,0.48612698912620544,-0.08875942975282669,0.7720468044281006,0.3752745985984802,-0.0808764398097992,0.6802403330802917,0.5044357180595398,-0.044304054230451584,0.665555477142334,0.38265106081962585,-0.11696359515190125,0.6633881330490112,0.5233766436576843,-0.14253519475460052,0.6714282631874084,0.5686419606208801,-0.15207555890083313,0.5560927391052246,0.5124657154083252,-0.03998523950576782,0.5404319763183594,0.4088055193424225,-0.11096005141735077,0.5561374425888062,0.5642892122268677,-0.11147123575210571,0.5679807066917419,0.5792150497436523,-0.10159306973218918,0.4435173273086548,0.5391091704368591,-0.04861687123775482,0.43263494968414307,0.44722530245780945,-0.1287124752998352,0.45401573181152344,0.5945502519607544,-0.08860018849372864,0.4649873971939087,0.6105864644050598,-0.048122894018888474,0.32835766673088074,0.5747874975204468,-0.06226849555969238,0.3253837823867798,0.5134766101837158,-0.1068277433514595,0.35234832763671875,0.6160887479782104,-0.07008935511112213,0.36129528284072876,0.6425123810768127,-0.03468732535839081
A,0.387249231338501,0.7497824430465698,-8.01212081569247e-07,0.6050538420677185,0.6643795967102051,-0.06224346160888672,0.7674505710601807,0.5279111862182617,-0.07357624918222427,0.810284435749054,0.35289472341537476,-0.08260435611009598,0.7957934141159058,0.22187240421772003,-0.07926225662231445,0.6154134273529053,0.3570590913295746,0.002913143252953887,0.6179127097129822,0.22388476133346558,-0.06852437555789948,0.60703444480896,0.3547039330005646,-0.10683581978082657,0.6030659675598145,0.439465194940567,-0.11777067929506302,0.4899064302444458,0.3442718982696533,0.011596092022955418,0.489488422870636,0.21594196557998657,-0.053416188806295395,0.49078989028930664,0.37457889318466187,-0.06716202199459076,0.49453336000442505,0.4448959529399872,-0.05954609811306,0.37143102288246155,0.35363394021987915,0.004552321042865515,0.3717697262763977,0.22645869851112366,-0.06620504707098007,0.3822348713874817,0.37008002400398254,-0.04001963138580322,0.38341909646987915,0.4431726932525635,-0.0015790053876116872,0.24607565999031067,0.38212841749191284,-0.007848595269024372,0.23920616507530212,0.26433464884757996,-0.04986512288451195,0.2684011161327362,0.34912109375,-0.022726815193891525,0.28359168767929077,0.4123533070087433,0.013182086870074272
A,0.4531170725822449,0.6865249872207642,-1.5691135786255472e-06,0.4210652709007263,0.5794610977172852,-0.02773723192512989,0.5328941345214844,0.4084547758102417,-0.016638625413179398,0.6520764231681824,0.28178951144218445,-0.011683600954711437,0.6887115836143494,0.18619519472122192,0.008145763538777828,0.6146640181541443,0.3484383523464203,0.0339011549949646,0.6752174496650696,0.2575218379497528,-0.01715034991502762,0.6148975491523743,0.3539755642414093,-0.03098497912287712,0.5856034755706787,0.375807523727417,-0.028660349547863007,0.6517754793167114,0.362072229385376,0.027936046943068504,0.6812353730201721,0.278420090675354,-0.035222772508859634,0.6203118562698364,0.39043140411376953,-0.03975588083267212,0.6114932298660278,0.40848422050476074,-0.023211419582366943,0.6891131401062012,0.39274832606315613,0.008123153820633888,0.6981896162033081,0.30502402782440186,-0.0652889683842659,0.6313700675964355,0.4068027138710022,-0.048691872507333755,0.6057702898979187,0.4404713809490204,-0.013298639096319675,0.7332714796066284,0.42678728699684143,-0.01461830921471119,0.7761263251304626,0.303682804107666,-0.05101421847939491,0.7401533722877502,0.2552647590637207,-0.041232410818338394,0.7124481201171875,0.19552740454673767,-0.021517451852560043
A,0.46723002195358276,0.7224061489105225,-7.218106361506216e-07,0.6332218050956726,0.6783930659294128,-0.06328438967466354,0.7858610153198242,0.4642075002193451,-0.06278404593467712,0.804519534111023,0.27391499280929565,-0.052873704582452774,0.74724280834198,0.15035951137542725,-0.03139389306306839,0.6795603036880493,0.3092447519302368,-0.03591438755393028,0.707065224647522,0.2337912917137146,-0.10173092037439346,0.6855480670928955,0.3849082291126251,-0.13779067993164062,0.6484355926513672,0.39291954040527344,-0.161332905292511,0.5305565595626831,0.31890201568603516,-0.028474174439907074,0.5610789060592651,0.24790924787521362,-0.0853072851896286,0.5714934468269348,0.43125027418136597,-0.09389593452215195,0.5521695017814636,0.4327862560749054,-0.09470267593860626,0.40674978494644165,0.3659684360027313,-0.03313956782221794,0.4276764988899231,0.29623278975486755,-0.0979309156537056,0.46576792001724243,0.46245506405830383,-0.059519968926906586,0.4476619362831116,0.4802929162979126,-0.027584578841924667,0.2874087989330292,0.40814709663391113,-0.04255668818950653,0.31176313757896423,0.3780730366706848,-0.08211804181337357,0.34518060088157654,0.48169252276420593,-0.04915660619735718,0.33883240818977356,0.4925459027290344,-0.020169764757156372
A,0.47463667392730713,0.6877551078796387,-6.998025128268637e-07,0.4382842183113098,0.5648219585418701,0.0019679160322993994,0.5200758576393127,0.4174593985080719,0.017466040328145027,0.5998419523239136,0.30776333808898926,0.02505633793771267,0.635953962802887,0.2106938660144806,0.03529614582657814,0.6108886003494263,0.40817058086395264,0.049479853361845016,0.652458906173706,0.29578518867492676,0.0241952333599329,0.6203576326370239,0.23694409430027008,0.002123661804944277,0.5928764343261719,0.19209188222885132,-0.011963391676545143,0.6600227355957031,0.41554224491119385,0.03352392464876175,0.6916770935058594,0.29188841581344604,0.006041740998625755,0.6585566997528076,0.2399715632200241,-0.017013434320688248,0.6368938088417053,0.19869929552078247,-0.02946605533361435,0.7133132815361023,0.43357425928115845,0.010810673236846924,0.7425245046615601,0.2892613410949707,-0.023144003003835678,0.7101426720619202,0.207177072763443,-0.03477590158581734,0.6946355104446411,0.13856172561645508,-0.0363750196993351,0.773051381111145,0.4594920575618744,-0.013102666474878788,0.8020163774490356,0.3153518736362457,-0.044945936650037766,0.763611376285553,0.2161785066127777,-0.054654914885759354,0.7248400449752808,0.14167609810829163,-0.05611167848110199
A,0.48321333527565,0.7101932764053345,-6.186692758092249e-07,0.6323153376579285,0.6509159803390503,-0.05757085606455803,0.7507668733596802,0.4358019530773163,-0.05737635865807533,0.7556157112121582,0.2602469325065613,-0.05105359107255936,0.6847533583641052,0.15485239028930664,-0.03687618672847748,0.6486805081367493,0.3277257978916168,-0.022308887913823128,0.6756200790405273,0.2409992814064026,-0.08419223129749298,0.6523159146308899,0.35592541098594666,-0.11599154025316238,0.6197584867477417,0.3790602684020996,-0.13319851458072662,0.5199944376945496,0.35062375664711,-0.01604260876774788,0.5400996804237366,0.27947092056274414,-0.06917467713356018,0.5481311082839966,0.41530323028564453,-0.07662656903266907,0.5415405631065369,0.428460031747818,-0.07593876123428345,0.41127127408981323,0.4022144079208374,-0.022907130420207977,0.4261304438114166,0.33625587821006775,-0.08527781814336777,0.4491911232471466,0.4572789669036865,-0.0554162859916687,0.44180434942245483,0.4784124791622162,-0.026962485164403915,0.3131577670574188,0.459202378988266,-0.033927857875823975,0.3240455389022827,0.40458014607429504,-0.06820742785930634,0.34239649772644043,0.4817923307418823,-0.037523213773965836,0.3376908004283905,0.4968227744102478,-0.009942496195435524
A,0.39175543189048767,0.744998574256897,-8.286179422611895e-07,0.6004698872566223,0.6771101951599121,-0.07477551698684692,0.7657820582389832,0.5398564338684082,-0.09316499531269073,0.8158279657363892,0.36463773250579834,-0.10718527436256409,0.7934092283248901,0.2278234213590622,-0.10763971507549286,0.6160205006599426,0.36130261421203613,-0.014621544629335403,0.6180663108825684,0.22538608312606812,-0.09296070039272308,0.6055895090103149,0.35599690675735474,-0.1312289535999298,0.6038947105407715,0.4370039403438568,-0.14104044437408447,0.4870236814022064,0.34921520948410034,-0.0020655246917158365,0.4893476665019989,0.212848499417305,-0.07703135162591934,0.4892977774143219,0.37238508462905884,-0.08949220180511475,0.49430784583091736,0.44253647327423096,-0.07811843603849411,0.36661046743392944,0.35744965076446533,-0.006070639006793499,0.36868956685066223,0.21995285153388977,-0.0878140777349472,0.38148796558380127,0.36756911873817444,-0.06097272410988808,0.3872661590576172,0.4432605803012848,-0.018944427371025085,0.244510680437088,0.38132476806640625,-0.01612391136586666,0.24000436067581177,0.2612228989601135,-0.06731799989938736,0.2700067162513733,0.34700700640678406,-0.042975202202796936,0.2878536581993103,0.41118288040161133,-0.007076882757246494
A,0.5504038333892822,0.6570226550102234,-5.175172077542811e-07,0.5013971328735352,0.5453705191612244,-0.0019284967565909028,0.5513189435005188,0.4036603271961212,0.012921791523694992,0.6043239235877991,0.299126535654068,0.021274667233228683,0.6266860961914062,0.21149080991744995,0.03330528736114502,0.6356561183929443,0.37312808632850647,0.04772637039422989,0.6592115163803101,0.2529010772705078,0.022382622584700584,0.6275196671485901,0.17484751343727112,-0.001603565877303481,0.5909432768821716,0.11522188782691956,-0.015519246459007263,0.6792635917663574,0.3764057159423828,0.03429161384701729,0.6941116452217102,0.2544877827167511,0.008789469487965107,0.6552090644836426,0.19282907247543335,-0.014905865304172039,0.6218448877334595,0.14342141151428223,-0.027113616466522217,0.7282148003578186,0.38423746824264526,0.014224130660295486,0.7327844500541687,0.2501019239425659,-0.016251692548394203,0.6846455931663513,0.16975590586662292,-0.02742806263267994,0.653924822807312,0.10479274392127991,-0.028181012719869614,0.7810624241828918,0.3971579968929291,-0.0077380770817399025,0.7819880247116089,0.2605184316635132,-0.033808790147304535,0.7332901358604431,0.1707211434841156,-0.03841284662485123,0.6907371878623962,0.10706213116645813,-0.0356348380446434
A,0.5153037309646606,0.6801517009735107,-6.358361588354455e-07,0.6513853073120117,0.622925877571106,-0.057588666677474976,0.7642530202865601,0.4117274284362793,-0.06309172511100769,0.7727991342544556,0.25563281774520874,-0.0655336081981659,0.7074481844902039,0.16472077369689941,-0.058543186634778976,0.6511386036872864,0.26611214876174927,-0.025571461766958237,0.6763125061988831,0.1929604411125183,-0.09552861005067825,0.677518904209137,0.32470566034317017,-0.12859733402729034,0.6481218934059143,0.34843218326568604,-0.14564713835716248,0.5229384899139404,0.2829408645629883,-0.02678888477385044,0.5421271324157715,0.22834406793117523,-0.08975319564342499,0.5722990036010742,0.3953910171985626,-0.0932585820555687,0.5687569379806519,0.4060786962509155,-0.08744960278272629,0.41659000515937805,0.33966925740242004,-0.04301171377301216,0.43840837478637695,0.29095643758773804,-0.12110152840614319,0.4793565571308136,0.43850505352020264,-0.09169010072946548,0.4678509831428528,0.46149706840515137,-0.059958070516586304,0.32883915305137634,0.4120014011859894,-0.06371376663446426,0.36028051376342773,0.3629192113876343,-0.11510507762432098,0.3727843165397644,0.42553216218948364,-0.09207897633314133,0.3369293510913849,0.4186830520629883,-0.0676618441939354
